,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Plek,3.86E-75,1.268563142,0.7,0.138,1.62E-70,2,Plek
Gm27017,2.67E-74,0.635128326,0.882,0.309,1.12E-69,2,Gm27017
Gm13139,7.43E-74,0.405441954,0.818,0.224,3.11E-69,2,Gm13139
Lgmn,1.35E-73,2.691921995,1,0.924,5.66E-69,2,Lgmn
Cst31,1.46E-73,4.349562395,1,0.998,6.11E-69,2,Cst3
Fam212a,2.24E-73,1.115203132,0.582,0.105,9.39E-69,2,Fam212a
B2m1,5.54E-73,3.000790165,1,0.914,2.32E-68,2,B2m
Rgs10,3.07E-72,2.079569486,1,0.557,1.29E-67,2,Rgs10
Ctsz1,4.17E-72,2.437806635,0.973,0.495,1.75E-67,2,Ctsz
Dhrs31,5.91E-72,0.877574498,0.736,0.159,2.48E-67,2,Dhrs3
Ctsd1,6.19E-72,3.241802374,1,0.959,2.60E-67,2,Ctsd
Maf1,1.01E-71,1.480459974,0.991,0.378,4.25E-67,2,Maf
Btg21,3.40E-71,2.235979012,0.9,0.338,1.42E-66,2,Btg2
Ptgs1,6.21E-71,1.532977517,0.755,0.186,2.60E-66,2,Ptgs1
Lst1,1.20E-70,1.325872973,0.755,0.208,5.02E-66,2,Lst1
Tmsb4x,3.02E-70,1.730667256,1,0.997,1.26E-65,2,Tmsb4x
B4galt1,5.22E-70,0.340857561,0.464,0.062,2.19E-65,2,B4galt1
Pla2g4a,5.63E-70,0.619104507,0.291,0.026,2.36E-65,2,Pla2g4a
Rhob1,6.26E-70,1.682800997,1,0.911,2.63E-65,2,Rhob
Pld11,6.35E-70,0.71476359,0.327,0.032,2.66E-65,2,Pld1
Golm1,1.03E-69,1.793311934,0.827,0.243,4.33E-65,2,Golm1
Pag1,2.63E-69,1.243556611,0.8,0.227,1.10E-64,2,Pag1
Ftl11,3.35E-69,1.723729767,1,0.997,1.40E-64,2,Ftl1
Itm2b1,3.09E-68,1.26050164,1,1,1.29E-63,2,Itm2b
Pnp1,5.51E-68,1.103800636,0.718,0.175,2.31E-63,2,Pnp
1-Jun,7.31E-68,2.470461141,0.964,0.535,3.06E-63,2,Jun
Gimap6,7.97E-68,0.498067399,0.291,0.026,3.34E-63,2,Gimap6
Tec1,1.19E-67,0.567573985,0.273,0.023,4.99E-63,2,Tec
Serinc31,2.55E-67,2.110220419,1,0.984,1.07E-62,2,Serinc3
Rgs2,1.05E-66,2.389628468,1,0.844,4.38E-62,2,Rgs2
Scamp2,1.24E-66,1.868203742,0.909,0.377,5.20E-62,2,Scamp2
Grn1,1.28E-65,2.295199757,1,0.79,5.38E-61,2,Grn
Gm5086,1.81E-65,0.767142157,0.364,0.043,7.59E-61,2,Gm5086
Dock10,1.93E-65,1.647828697,0.8,0.233,8.07E-61,2,Dock10
Sla,8.23E-65,1.286175659,0.564,0.102,3.45E-60,2,Sla
Ivns1abp,1.43E-64,2.515258019,1,0.913,6.01E-60,2,Ivns1abp
Dnase2a,1.64E-63,1.044593376,0.509,0.089,6.89E-59,2,Dnase2a
Wasf21,7.66E-63,0.980096055,0.673,0.163,3.21E-58,2,Wasf2
Marcks,1.78E-62,1.66844275,0.991,0.954,7.45E-58,2,Marcks
Junb1,2.29E-62,2.670205284,0.991,0.738,9.61E-58,2,Junb
Acads,4.97E-62,0.290423762,0.264,0.024,2.08E-57,2,Acads
Pnpla7,3.19E-61,0.711068884,0.536,0.095,1.34E-56,2,Pnpla7
Bst21,2.77E-60,0.867492302,0.445,0.071,1.16E-55,2,Bst2
Tspo1,3.33E-60,0.576306885,0.3,0.031,1.40E-55,2,Tspo
Btg11,4.97E-60,1.543244608,0.991,0.888,2.08E-55,2,Btg1
Sat11,5.44E-60,1.945140676,0.991,0.806,2.28E-55,2,Sat1
Tmcc3,3.64E-59,0.817216547,0.718,0.198,1.53E-54,2,Tmcc3
Qk1,3.80E-58,1.724275964,0.991,0.648,1.59E-53,2,Qk
Bmp2k,4.30E-58,0.70435355,0.564,0.115,1.80E-53,2,Bmp2k
Ubc1,1.88E-57,0.986166475,1,0.998,7.90E-53,2,Ubc
Ccdc88b,2.77E-56,0.476518812,0.4,0.057,1.16E-51,2,Ccdc88b
Mylip1,2.21E-55,1.168703443,0.709,0.202,9.27E-51,2,Mylip
Ly6e,4.61E-55,1.500905679,0.982,0.965,1.93E-50,2,Ly6e
Tns3,1.16E-54,0.392267492,0.336,0.042,4.87E-50,2,Tns3
Rps29,3.19E-54,0.977004629,1,0.999,1.34E-49,2,Rps29
Pde3b,5.99E-54,1.391572711,0.791,0.278,2.51E-49,2,Pde3b
Tifa,3.52E-53,1.021589104,0.5,0.098,1.48E-48,2,Tifa
Gpx11,4.64E-53,1.571491516,0.955,0.948,1.95E-48,2,Gpx1
Rassf4,7.15E-53,0.506065461,0.3,0.036,3.00E-48,2,Rassf4
Ifi30,1.67E-52,0.767472632,0.345,0.048,6.98E-48,2,Ifi30
Gpr56,4.80E-52,1.377943635,0.718,0.222,2.01E-47,2,Gpr56
Rrbp11,4.82E-52,1.329172093,0.918,0.62,2.02E-47,2,Rrbp1
H3f3b1,1.97E-51,1.627617287,1,0.997,8.25E-47,2,H3f3b
Pfn11,2.14E-51,1.094557062,0.982,0.994,8.98E-47,2,Pfn1
Gal3st4,2.81E-51,1.498830788,0.727,0.252,1.18E-46,2,Gal3st4
Chd71,4.01E-51,1.044208855,0.6,0.139,1.68E-46,2,Chd7
Blnk,5.34E-51,1.286701702,0.745,0.226,2.24E-46,2,Blnk
Glul1,5.55E-51,1.258315283,0.991,0.83,2.33E-46,2,Glul
Cd811,2.46E-50,1.400766161,0.991,0.995,1.03E-45,2,Cd81
Stk17b,5.00E-49,0.664284494,0.345,0.048,2.09E-44,2,Stk17b
P2rx7,1.09E-48,0.702900985,0.482,0.094,4.57E-44,2,P2rx7
Pbxip11,5.73E-48,0.389875585,0.3,0.037,2.40E-43,2,Pbxip1
Tagap,3.93E-47,0.945914231,0.555,0.136,1.65E-42,2,Tagap
Srgap2,3.94E-47,1.591367573,0.955,0.765,1.65E-42,2,Srgap2
Rab32,2.54E-46,0.928154352,0.3,0.04,1.06E-41,2,Rab32
Sft2d1,5.72E-46,1.066946868,0.918,0.94,2.40E-41,2,Sft2d1
Gng10,2.26E-45,1.568389924,0.9,0.907,9.46E-41,2,Gng10
Rassf21,2.72E-45,0.784138937,0.655,0.187,1.14E-40,2,Rassf2
Gm15427,3.16E-45,0.295674262,0.991,0.971,1.32E-40,2,Gm15427
Rps271,4.85E-45,1.031383088,1,0.995,2.03E-40,2,Rps27
Rpl18a1,6.15E-45,0.966113053,0.991,0.996,2.58E-40,2,Rpl18a
Gbp7,7.59E-45,0.466435134,0.309,0.042,3.18E-40,2,Gbp7
Il10rb1,1.34E-44,1.088365202,0.555,0.142,5.63E-40,2,Il10rb
Igsf6,1.38E-44,0.733595921,0.255,0.03,5.78E-40,2,Igsf6
Serpinf11,2.14E-44,0.524369706,0.264,0.032,8.97E-40,2,Serpinf1
Tsc22d4,1.43E-43,0.751679185,0.673,0.212,6.01E-39,2,Tsc22d4
LOC105242841,6.34E-43,0.727679127,0.445,0.096,2.66E-38,2,LOC105242841
B430010I23Rik,9.43E-43,0.268917975,0.3,0.042,3.95E-38,2,B430010I23Rik
Hist1h1c1,1.94E-42,0.799839132,0.545,0.142,8.11E-38,2,Hist1h1c
Ssh2,5.87E-42,1.571830906,0.882,0.614,2.46E-37,2,Ssh2
Ier51,9.23E-42,1.773435228,0.945,0.702,3.87E-37,2,Ier5
Lacc1,1.37E-41,0.782681348,0.436,0.091,5.74E-37,2,Lacc1
Actb,3.35E-41,0.766233503,1,0.999,1.40E-36,2,Actb
Eng,1.35E-40,0.325517755,0.391,0.074,5.68E-36,2,Eng
Snord13,1.70E-40,0.32196877,0.318,0.051,7.13E-36,2,Snord13
Rin21,5.41E-40,1.120781316,0.636,0.199,2.27E-35,2,Rin2
Slc16a6,1.01E-39,0.602154545,0.464,0.104,4.23E-35,2,Slc16a6
Lhfpl2,2.07E-39,0.774276707,0.4,0.077,8.69E-35,2,Lhfpl2
Ctsl1,5.34E-39,1.47700196,0.909,0.958,2.24E-34,2,Ctsl
Gmip,1.01E-38,0.794925106,0.5,0.129,4.21E-34,2,Gmip
Plxdc21,1.06E-38,1.57637406,0.827,0.412,4.43E-34,2,Plxdc2
Itga6,2.40E-38,0.809195068,0.473,0.111,1.01E-33,2,Itga6
Kcnk6,8.50E-38,0.504658431,0.336,0.059,3.56E-33,2,Kcnk6
Plod11,1.09E-37,0.651673512,0.418,0.086,4.57E-33,2,Plod1
Eef1a11,2.36E-37,0.764769545,1,0.997,9.91E-33,2,Eef1a1
Neat11,7.17E-37,0.338463308,0.345,0.059,3.00E-32,2,Neat1
Aim2,1.70E-36,0.742891008,0.327,0.057,7.14E-32,2,Aim2
Man2b1,2.02E-36,1.606367991,0.855,0.594,8.48E-32,2,Man2b1
Frmd4b,2.74E-36,0.82711817,0.545,0.166,1.15E-31,2,Frmd4b
Sh2b3,2.83E-36,0.842621205,0.827,0.429,1.19E-31,2,Sh2b3
Gm32849,7.55E-36,0.643867129,0.355,0.068,3.16E-31,2,Gm32849
Batf3,1.04E-35,0.27738128,0.273,0.041,4.36E-31,2,Batf3
Gm9243,1.61E-35,0.438967196,0.255,0.036,6.75E-31,2,Gm9243
Frmd4a,2.25E-35,1.269978558,0.864,0.52,9.42E-31,2,Frmd4a
Cttnbp2nl,4.50E-35,1.27568458,0.755,0.378,1.88E-30,2,Cttnbp2nl
Igh,4.56E-35,0.94324306,0.964,0.628,1.91E-30,2,Igh
Sh3bp2,1.86E-34,0.382960101,0.318,0.056,7.78E-30,2,Sh3bp2
Nmi1,1.91E-34,0.606633049,0.282,0.046,8.02E-30,2,Nmi
Rdm11,6.81E-34,1.031936619,0.591,0.214,2.85E-29,2,Rdm1
Ctsa1,9.74E-34,1.856401199,0.891,0.889,4.08E-29,2,Ctsa
Rnf1301,3.90E-33,1.520842499,0.9,0.848,1.63E-28,2,Rnf130
Cmtm8,5.15E-33,0.371152554,0.264,0.041,2.16E-28,2,Cmtm8
BC0285281,1.79E-32,0.819261437,0.409,0.099,7.49E-28,2,BC028528
Cd631,2.51E-32,1.244167516,0.727,0.325,1.05E-27,2,Cd63
S100a131,2.80E-32,0.375032737,0.373,0.08,1.17E-27,2,S100a13
Gm2237,2.88E-32,0.353207734,0.855,0.582,1.21E-27,2,Gm2237
Npc21,3.49E-31,1.619340816,0.827,0.674,1.46E-26,2,Npc2
Fam105a,8.83E-31,1.622101888,0.882,0.616,3.70E-26,2,Fam105a
Sipa1,1.21E-30,0.971509921,0.645,0.258,5.07E-26,2,Sipa1
Snx20,1.45E-30,0.660207715,0.427,0.116,6.09E-26,2,Snx20
Pmepa1,3.55E-30,1.261437937,0.864,0.748,1.49E-25,2,Pmepa1
Mtus1,3.74E-30,1.066493454,0.7,0.316,1.57E-25,2,Mtus1
Rpl13,6.71E-30,0.555590672,0.982,0.996,2.81E-25,2,Rpl13
Sgk11,8.70E-30,2.29297735,0.882,0.691,3.65E-25,2,Sgk1
Map3k1,2.07E-29,0.278730731,0.573,0.207,8.70E-25,2,Map3k1
Ankrd44,2.32E-29,0.819681339,0.536,0.173,9.73E-25,2,Ankrd44
Cep152,2.37E-29,0.564698459,0.373,0.088,9.94E-25,2,Cep152
Ctsb,3.44E-29,0.794343796,0.991,0.994,1.44E-24,2,Ctsb
Rps23,1.64E-28,0.690386412,0.927,0.993,6.87E-24,2,Rps23
Sowahc,3.17E-28,0.636585797,0.455,0.132,1.33E-23,2,Sowahc
Apoe1,3.26E-28,1.312625284,0.755,0.271,1.37E-23,2,Apoe
Lmo2,3.71E-28,0.923333853,0.636,0.258,1.56E-23,2,Lmo2
H2-D11,1.07E-27,1.475438189,0.873,0.66,4.50E-23,2,H2-D1
Rpl23a,1.27E-27,0.572198929,0.945,0.994,5.33E-23,2,Rpl23a
Rpl32,1.84E-27,0.811562104,0.909,0.99,7.73E-23,2,Rpl32
Lgals3bp1,2.15E-27,0.949216073,0.373,0.093,9.02E-23,2,Lgals3bp
Dusp61,2.74E-27,1.739253199,0.782,0.636,1.15E-22,2,Dusp6
Dcxr1,2.87E-27,0.618555793,0.345,0.081,1.20E-22,2,Dcxr
Rel,3.44E-27,0.319592033,0.436,0.124,1.44E-22,2,Rel
Pisd-ps1,5.23E-27,0.913432833,0.973,0.966,2.19E-22,2,Pisd-ps1
Plekho1,5.73E-27,0.921154365,0.882,0.727,2.40E-22,2,Plekho1
Rpl37a1,1.28E-26,0.590839779,0.991,0.997,5.38E-22,2,Rpl37a
Rpl37,5.55E-26,0.532068514,0.945,0.995,2.33E-21,2,Rpl37
Son1,5.57E-26,0.744199134,0.982,0.999,2.34E-21,2,Son
Cdk6,3.16E-25,0.325533439,0.336,0.078,1.32E-20,2,Cdk6
Orai11,3.32E-25,0.994097392,0.573,0.237,1.39E-20,2,Orai1
Filip1l,6.41E-25,0.760738706,0.327,0.077,2.69E-20,2,Filip1l
Gns1,7.76E-25,1.412083631,0.855,0.746,3.25E-20,2,Gns
Jund1,9.20E-25,0.811538235,0.955,0.985,3.86E-20,2,Jund
Hist1h4c,2.25E-24,0.457161086,0.427,0.129,9.42E-20,2,Hist1h4c
Tulp4,2.42E-24,0.252393501,0.236,0.815,1.02E-19,2,Tulp4
Zeb2os,4.51E-24,0.383614481,0.664,0.307,1.89E-19,2,Zeb2os
Cd1641,4.80E-24,1.754091453,0.845,0.767,2.01E-19,2,Cd164
Arhgap22,8.74E-24,0.562324387,0.473,0.158,3.67E-19,2,Arhgap22
Fos1,9.78E-24,2.41923205,0.755,0.529,4.10E-19,2,Fos
Gm26839,1.53E-23,0.488403877,0.691,0.377,6.41E-19,2,Gm26839
Hexa1,1.82E-23,1.650807581,0.855,0.852,7.64E-19,2,Hexa
Ddx51,2.15E-23,0.827240136,1,0.998,9.02E-19,2,Ddx5
Prcp,2.21E-23,0.611519654,0.673,0.303,9.27E-19,2,Prcp
Tbck,5.69E-23,0.284311742,0.236,0.804,2.39E-18,2,Tbck
Rps9,6.92E-23,0.686693206,0.945,0.993,2.90E-18,2,Rps9
Gm13157,9.69E-23,0.35399629,0.445,0.128,4.06E-18,2,Gm13157
Zfp710,2.28E-22,0.799863434,0.655,0.314,9.57E-18,2,Zfp710
Zfp445,2.98E-22,0.25234546,0.291,0.907,1.25E-17,2,Zfp445
Rpl101,3.43E-22,0.699080941,0.936,0.988,1.44E-17,2,Rpl10
Ifi351,3.88E-22,0.581985807,0.318,0.081,1.63E-17,2,Ifi35
Egr11,7.59E-22,1.688708894,0.818,0.748,3.18E-17,2,Egr1
Med12l,2.81E-21,0.298637667,0.718,0.358,1.18E-16,2,Med12l
Gsap,3.19E-21,0.425033241,0.273,0.06,1.34E-16,2,Gsap
Arrb2,3.71E-21,0.990016617,0.809,0.736,1.56E-16,2,Arrb2
Ier21,4.27E-21,1.798496602,0.7,0.546,1.79E-16,2,Ier2
Zfp691,4.70E-21,0.32201917,0.327,0.087,1.97E-16,2,Zfp691
Laptm4a1,1.07E-20,0.921510334,0.909,0.989,4.47E-16,2,Laptm4a
Tgfa,2.50E-20,0.531868617,0.255,0.057,1.05E-15,2,Tgfa
Gltp1,2.87E-20,0.905162723,0.509,0.217,1.20E-15,2,Gltp
Rps28,3.70E-20,0.397074521,0.936,0.991,1.55E-15,2,Rps28
Lat2,8.39E-20,0.74326978,0.273,0.068,3.52E-15,2,Lat2
Rnf131,9.28E-20,0.944125963,0.909,0.97,3.89E-15,2,Rnf13
Bin1,1.01E-19,1.050833828,0.882,0.931,4.25E-15,2,Bin1
Stat61,1.06E-19,0.821334148,0.409,0.138,4.43E-15,2,Stat6
Serpine2,1.07E-19,0.966884902,0.791,0.49,4.47E-15,2,Serpine2
Lrrc3,1.11E-19,0.63292025,0.482,0.194,4.66E-15,2,Lrrc3
Rps11,1.59E-19,0.595545165,0.945,0.992,6.66E-15,2,Rps11
Stard9,2.02E-19,0.532520453,0.409,0.14,8.47E-15,2,Stard9
Tmbim6,2.63E-19,0.710143399,0.9,0.976,1.10E-14,2,Tmbim6
Sirpa,3.90E-19,1.226042394,0.927,0.906,1.63E-14,2,Sirpa
Rhobtb1,4.92E-19,0.313838862,0.5,0.211,2.06E-14,2,Rhobtb1
Ophn1,6.98E-19,1.315946177,0.773,0.704,2.93E-14,2,Ophn1
Akap131,8.51E-19,0.904884247,0.664,0.375,3.57E-14,2,Akap13
Fth11,1.54E-18,0.47882655,1,1,6.45E-14,2,Fth1
Casp1,1.73E-18,0.602386468,0.264,0.066,7.24E-14,2,Casp1
Hist1h1e,1.77E-18,0.779907992,0.627,0.398,7.42E-14,2,Hist1h1e
Atp6v0e1,2.08E-18,1.177255736,0.755,0.738,8.73E-14,2,Atp6v0e
Rap1b,3.26E-18,1.197391565,0.845,0.903,1.37E-13,2,Rap1b
Arhgap31,3.29E-18,0.494749071,0.482,0.197,1.38E-13,2,Arhgap31
Srsf51,3.72E-18,0.576161862,0.955,0.999,1.56E-13,2,Srsf5
Myl12a1,4.58E-18,1.127371989,0.764,0.684,1.92E-13,2,Myl12a
Elovl11,5.50E-18,0.983342981,0.418,0.164,2.30E-13,2,Elovl1
Foxn3,7.59E-18,0.844132196,0.945,0.829,3.18E-13,2,Foxn3
H2-DMa,8.32E-18,1.442586708,0.645,0.502,3.49E-13,2,H2-DMa
Asah1,1.05E-17,1.329257121,0.782,0.879,4.39E-13,2,Asah1
Capza2,1.81E-17,0.680594556,0.918,0.987,7.57E-13,2,Capza2
Rplp1,1.86E-17,0.493156683,0.964,0.995,7.81E-13,2,Rplp1
Mbnl1,2.14E-17,1.148908648,0.9,0.939,8.97E-13,2,Mbnl1
Fau,4.11E-17,0.393844818,0.964,0.993,1.72E-12,2,Fau
Gm36800,4.17E-17,0.296056339,0.318,0.1,1.75E-12,2,Gm36800
Myh9,4.27E-17,0.477000712,0.745,0.427,1.79E-12,2,Myh9
Ly96,4.88E-17,1.039984655,0.409,0.173,2.05E-12,2,Ly96
Ice1,5.29E-17,0.277813547,0.3,0.868,2.22E-12,2,Ice1
Trio,5.89E-17,0.251713078,0.318,0.81,2.47E-12,2,Trio
Skap2,6.78E-17,0.916658583,0.527,0.265,2.84E-12,2,Skap2
Rpl13a,8.73E-17,0.497611414,0.909,0.992,3.66E-12,2,Rpl13a
Cib11,9.88E-17,0.984312431,0.555,0.336,4.14E-12,2,Cib1
Zfp69,1.32E-16,0.502293092,0.327,0.112,5.54E-12,2,Zfp69
Lamp11,1.44E-16,0.98237386,0.9,0.978,6.05E-12,2,Lamp1
Coro1a,1.76E-16,0.901038131,0.818,0.905,7.40E-12,2,Coro1a
Plxnb21,1.82E-16,0.782049901,0.418,0.168,7.65E-12,2,Plxnb2
Rpl35,1.95E-16,0.376054612,0.909,0.994,8.18E-12,2,Rpl35
Tmem86a1,2.76E-16,1.033346578,0.6,0.372,1.16E-11,2,Tmem86a
ND21,2.93E-16,0.819999422,0.991,1,1.23E-11,2,ND2
Maml2,3.53E-16,0.314281227,0.345,0.11,1.48E-11,2,Maml2
Zfp644,3.57E-16,0.251421414,0.318,0.912,1.49E-11,2,Zfp644
Disc1,6.15E-16,0.334837334,0.264,0.074,2.58E-11,2,Disc1
Fam102b,8.16E-16,1.217879097,0.673,0.472,3.42E-11,2,Fam102b
Limd2,1.39E-15,1.092403739,0.818,0.824,5.82E-11,2,Limd2
Exoc4,1.41E-15,0.27263124,0.173,0.643,5.93E-11,2,Exoc4
Slc25a17,1.53E-15,0.268385281,0.291,0.847,6.42E-11,2,Slc25a17
Fam46a1,1.64E-15,0.734097466,0.455,0.186,6.87E-11,2,Fam46a
Sh3bgrl3,1.81E-15,0.548798503,0.945,0.981,7.57E-11,2,Sh3bgrl3
Nfkbiz,1.82E-15,0.563667954,0.373,0.136,7.64E-11,2,Nfkbiz
Cebpd1,1.88E-15,0.737955162,0.427,0.187,7.88E-11,2,Cebpd
Ppcdc,1.96E-15,1.435272668,0.636,0.469,8.20E-11,2,Ppcdc
Sh3glb1,2.17E-15,1.150904152,0.845,0.867,9.08E-11,2,Sh3glb1
Atox1,2.55E-15,0.627829871,0.882,0.985,1.07E-10,2,Atox1
Elmo1,2.86E-15,0.88452783,0.8,0.753,1.20E-10,2,Elmo1
Gnai21,3.37E-15,0.980999336,0.818,0.877,1.41E-10,2,Gnai2
Cotl1,3.48E-15,0.818244376,0.691,0.624,1.46E-10,2,Cotl1
Rps19,3.65E-15,0.454756358,0.918,0.993,1.53E-10,2,Rps19
Ostf11,4.00E-15,0.977857431,0.6,0.377,1.68E-10,2,Ostf1
Rnu2-10,4.28E-15,0.287212809,0.264,0.078,1.79E-10,2,Rnu2-10
Picalm,4.47E-15,1.328273102,0.9,0.78,1.87E-10,2,Picalm
Asun,4.97E-15,0.252546819,0.1,0.534,2.08E-10,2,Asun
Rps25,5.56E-15,0.421589334,0.982,0.996,2.33E-10,2,Rps25
Psenen,6.27E-15,0.511353639,0.882,0.987,2.63E-10,2,Psenen
Rbm28,7.58E-15,0.288285894,0.355,0.915,3.18E-10,2,Rbm28
Adnp,1.37E-14,0.430472798,0.318,0.815,5.73E-10,2,Adnp
Inpp4b,1.63E-14,1.019235741,0.409,0.172,6.85E-10,2,Inpp4b
Elk3,1.69E-14,0.62438163,0.482,0.228,7.07E-10,2,Elk3
Zfp512,1.99E-14,0.286350257,0.255,0.682,8.36E-10,2,Zfp512
Vrk2,2.07E-14,0.34757216,0.336,0.119,8.66E-10,2,Vrk2
H3f3a1,2.31E-14,0.325704381,0.955,0.997,9.69E-10,2,H3f3a
Bcl2l11,2.54E-14,0.289172897,0.291,0.09,1.07E-09,2,Bcl2l11
Vps4b,3.35E-14,0.257497536,0.318,0.796,1.40E-09,2,Vps4b
Rbm391,3.69E-14,0.729265621,0.955,0.998,1.55E-09,2,Rbm39
Cklf,3.75E-14,0.856856117,0.418,0.204,1.57E-09,2,Cklf
Ctc1,3.99E-14,1.179481695,0.618,0.46,1.67E-09,2,Ctc1
Ifnar21,5.44E-14,1.230376073,0.709,0.644,2.28E-09,2,Ifnar2
Scoc,5.83E-14,0.553010902,0.945,0.985,2.44E-09,2,Scoc
Tap21,6.53E-14,0.352614464,0.264,0.081,2.74E-09,2,Tap2
Cflar,7.68E-14,0.496765783,0.455,0.215,3.22E-09,2,Cflar
Snx18,8.57E-14,1.003283306,0.5,0.272,3.59E-09,2,Snx18
Rpl30,8.99E-14,0.41882509,0.873,0.988,3.77E-09,2,Rpl30
Nrip1,1.26E-13,1.07349556,0.773,0.669,5.26E-09,2,Nrip1
Pla2g15,1.41E-13,1.071582068,0.6,0.429,5.90E-09,2,Pla2g15
Gm19582,1.50E-13,0.308621854,0.345,0.127,6.29E-09,2,Gm19582
Rps14,1.70E-13,0.474412179,0.973,0.996,7.14E-09,2,Rps14
Slc25a36,2.16E-13,0.276592866,0.345,0.797,9.04E-09,2,Slc25a36
Wtap,2.59E-13,0.267380748,0.509,0.857,1.08E-08,2,Wtap
Nfkb1,2.61E-13,0.699854582,0.445,0.207,1.09E-08,2,Nfkb1
Pogz,3.66E-13,0.254918847,0.191,0.6,1.53E-08,2,Pogz
Fam58b,3.71E-13,0.264913092,0.227,0.723,1.56E-08,2,Fam58b
Ctps2,4.24E-13,0.257207982,0.3,0.773,1.78E-08,2,Ctps2
CYTB1,4.37E-13,0.667060645,1,1,1.83E-08,2,CYTB
Scaper,4.53E-13,0.271846009,0.255,0.766,1.90E-08,2,Scaper
ND41,6.59E-13,0.81556189,1,1,2.76E-08,2,ND4
Vps39,6.67E-13,0.27649572,0.218,0.661,2.79E-08,2,Vps39
Xist,7.04E-13,1.434069964,0.555,0.323,2.95E-08,2,Xist
Nek7,7.46E-13,0.610816142,0.582,0.304,3.13E-08,2,Nek7
Snx5,9.44E-13,1.111986883,0.845,0.897,3.96E-08,2,Snx5
Ubr2,9.49E-13,0.338664919,0.273,0.715,3.98E-08,2,Ubr2
Akr1b10,1.19E-12,1.066621769,0.536,0.359,4.99E-08,2,Akr1b10
Stk10,1.25E-12,0.387065484,0.255,0.082,5.25E-08,2,Stk10
Tmem50a,1.36E-12,0.605041583,0.891,0.985,5.70E-08,2,Tmem50a
Glt8d11,1.66E-12,0.379065361,0.4,0.868,6.94E-08,2,Glt8d1
Ppfia4,1.81E-12,1.093366579,0.555,0.402,7.60E-08,2,Ppfia4
Ash1l,1.87E-12,0.401837214,0.418,0.903,7.82E-08,2,Ash1l
Timp21,1.94E-12,0.776216026,0.782,0.79,8.13E-08,2,Timp2
Krcc11,2.02E-12,1.046894217,0.509,0.304,8.46E-08,2,Krcc1
Ntpcr,2.36E-12,1.184505635,0.727,0.774,9.90E-08,2,Ntpcr
Creld21,3.06E-12,0.260069782,0.282,0.783,1.28E-07,2,Creld2
Mef2a,3.31E-12,1.089538619,0.909,0.891,1.39E-07,2,Mef2a
Hps4,3.59E-12,0.82314364,0.655,0.592,1.51E-07,2,Hps4
Dok3,3.70E-12,0.562162142,0.327,0.137,1.55E-07,2,Dok3
Fam178a,4.46E-12,0.305334194,0.373,0.877,1.87E-07,2,Fam178a
Zcchc9,6.96E-12,0.283347912,0.327,0.825,2.92E-07,2,Zcchc9
Ankrd49,8.37E-12,0.286677437,0.227,0.691,3.51E-07,2,Ankrd49
Heatr5a,8.69E-12,0.481780673,0.291,0.107,3.64E-07,2,Heatr5a
Clcc1,9.71E-12,0.277187922,0.218,0.682,4.07E-07,2,Clcc1
Asb2,1.01E-11,0.383240341,0.264,0.089,4.25E-07,2,Asb2
Suv420h11,1.18E-11,0.330643623,0.227,0.628,4.96E-07,2,Suv420h1
Thoc2,1.28E-11,0.291852935,0.482,0.905,5.35E-07,2,Thoc2
Slc46a3,1.28E-11,0.70354169,0.364,0.156,5.37E-07,2,Slc46a3
Rps18,1.48E-11,0.520514478,0.845,0.988,6.21E-07,2,Rps18
Cnot1,1.57E-11,0.2922941,0.291,0.727,6.59E-07,2,Cnot1
Abhd12,1.87E-11,0.667744863,0.936,0.974,7.85E-07,2,Abhd12
Fam111a,2.21E-11,0.643374175,0.3,0.116,9.26E-07,2,Fam111a
Tpst2,2.36E-11,1.036321086,0.673,0.63,9.90E-07,2,Tpst2
Ehd4,2.38E-11,0.649692006,0.436,0.225,9.96E-07,2,Ehd4
Gm17066,2.44E-11,0.262409159,0.236,0.62,1.02E-06,2,Gm17066
Rbm6,3.51E-11,0.306821585,0.382,0.824,1.47E-06,2,Rbm6
Lman1,5.14E-11,0.391597384,0.227,0.693,2.15E-06,2,Lman1
G530011O06Rik,5.48E-11,0.668403993,0.591,0.398,2.30E-06,2,G530011O06Rik
Angel2,5.96E-11,0.315121315,0.382,0.847,2.50E-06,2,Angel2
Creb1,6.09E-11,0.333797281,0.264,0.658,2.55E-06,2,Creb1
Sec11c,8.33E-11,0.583619696,0.864,0.977,3.49E-06,2,Sec11c
Ccnl2,9.15E-11,0.328434323,0.455,0.914,3.83E-06,2,Ccnl2
Zfp292,9.41E-11,0.480511973,0.291,0.721,3.95E-06,2,Zfp292
Heatr6,9.47E-11,0.308609284,0.182,0.558,3.97E-06,2,Heatr6
Ppib1,9.74E-11,0.456404346,0.782,0.982,4.08E-06,2,Ppib
Otud1,9.99E-11,0.37818949,0.136,0.494,4.19E-06,2,Otud1
Ago3,1.03E-10,0.299038575,0.409,0.828,4.31E-06,2,Ago3
Tmem179b1,1.07E-10,1.031736499,0.545,0.429,4.47E-06,2,Tmem179b
Commd8,1.16E-10,1.057265035,0.791,0.914,4.86E-06,2,Commd8
Smox,1.34E-10,0.765411468,0.6,0.417,5.63E-06,2,Smox
AW549877,1.41E-10,0.301222266,0.345,0.78,5.92E-06,2,AW549877
